index_source,pubmed_id,title_pub,title_source,authors_pub,clusterid_google,titleMatch
930,25664792,Structural basis for the recognition of the scaffold protein Frmpd4/Preso1 by the TPR domain of the adaptor protein LGN.,Structural basis for the recognition of the scaffold protein Frmpd4/Preso1 by the TPR domain of the adaptor protein LGN,"H TAKAYANAGI,S YUZAWA,H SUMIMOTO",13967671550504127689,High
931,30445545,Targeted deletion of an NRL- and CRX-regulated alternative promoter specifically silences FERM and PDZ domain containing 1 (Frmpd1) in rod photoreceptors.,Targeted deletion of an NRL- and CRX-regulated alternative promoter specifically silences FERM and PDZ domain containing 1 (Frmpd1) in rod photoreceptors,"CK CAMPLA,H MAST,L DONG,J LEI,S HALFORD,S SEKARAN,A SWAROOP",805752807406250569,High
932,31114375,FRMPD1 activates the Hippo pathway via interaction with WWC3 to suppress the proliferation and invasiveness of lung cancer cells.,FRMPD1 activates the Hippo pathway via interaction with WWC3 to suppress the proliferation and invasiveness of lung cancer cells,"X RONG,Q HAN,X LIN,J KREMERSKOTHEN,E WANG",12630073034509291441,High
933,33333092,Elucidating the protein substrate recognition of O-GlcNAc transferase (OGT) toward O-GlcNAcase (OGA) using a GlcNAc electrophilic probe.,Elucidating the protein substrate recognition of O-GlcNAc transferase (OGT) toward O-GlcNAcase (OGA) using a GlcNAc electrophilic probe,"A KOSITZKE,D FAN,A WANG,H LI,M WORTH,J JIANG",8124179305239420895,High
934,25309794,Polarized and Stage-Dependent Distribution of Immunoreactivity for Novel PDZ-Binding Protein Preso1 in Adult Neurogenic Regions.,Polarized and stage-dependent distribution of immunoreactivity for novel PDZ-binding protein Preso1 in adult neurogenic regions,"ES LEE,WR KIM,Y KIM,HW LEE,H KIM,W SUN",10420991566247328152,High
935,,,Protein Source N-ter/Function,,GE-Nr98_glwJ,None
936,,,[CITATION][C],,6364650964909245135,None
937,26023777,Correction: Novel Genetic Locus Implicated for HIV-1 Acquisition with Putative Regulatory Links to HIV Replication and Infectivity: A Genome-Wide Association Study.,Novel genetic locus implicated for HIV-1 acquisition with putative regulatory links to HIV replication and infectivity: A genome-wide association study,"EO JOHNSON,DB HANCOCK,NC GADDIS,JL LEVY,G PAGE,SP NOVAK,C GLASHEEN,NL SACCONE,JP RICE,MP MOREAU,KF DOHENY,JM ROMM,AI BROOKS,AH KRAL",9062747401946435601,High
938,32313833,PDZ Domains as Drug Targets.,PDZ domains as drug targets,"NR CHRISTENSEN,J ČALYŠEVA,EFA FERNANDES,S LÜCHOW,LS CLEMMENSEN,LM HAUGAARD-KEDSTRÖM,K STRØMGAARD",2243660128242515037,High
939,32061839,MDA-9/Syntenin (SDCBP): Novel gene and therapeutic target for cancer metastasis.,MDA-9/Syntenin (SDCBP): Novel gene and therapeutic target for cancer metastasis,"SK DAS,S MAJI,SL WECHMAN,P BHOOPATHI,AK PRADHAN,S TALUKDAR,D SARKAR,J LANDRY,C GUO,XY WANG,WK CAVENEE,L EMDAD,PB FISHER",9694703631883147717,High
940,31589429,Probing Protein Allostery as a Residue-Specific Concept via Residue Response Maps.,Probing protein allostery as a residue-specific concept via residue response maps,"HS HAYATSHAHI,E AHUACTZIN,P TAO,S WANG,J LIU",10108459805889082012,High
941,29730291,Identification and characterization of a novel calmodulin binding site in Drosophila TRP C-terminus.,Identification and characterization of a novel calmodulin binding site in Drosophila TRP C-terminus,"Z SUN,Y ZHENG,W LIU",17656956213456560667,High
942,30526850,An unexpected INAD PDZ tandem-mediated plcβ binding in ,An unexpected INAD PDZ tandem-mediated plcβ binding in Drosophila photo receptors,"F YE,Y HUANG,J LI,Y MA,C XIE,Z LIU,X DENG,J WAN,T XUE,W LIU,M ZHANG",5947894720460914602,High
943,33326749,Calmodulin binds to Drosophila TRP with an unexpected mode.,Calmodulin binds to Drosophila TRP with an unexpected mode,"W CHEN,Z SHEN,S ASTERITI,Z CHEN,F YE,Z SUN,J WAN,C MONTELL,RC HARDIE,W LIU,M ZHANG",5343763835372582161,High
944,,,果蝇 TRP 离子通道 C 端一个新钙调蛋白结合位点的鉴定和分析,,14001590311650681140,None
945,34655911,The biology of papillomavirus PDZ associations: what do they offer papillomaviruses?,The biology of papillomavirus PDZ associations: what do they offer papillomaviruses?,"M THOMAS,L BANKS",16313223180327537801,High
946,34371146,Crystal structure of the PDZ4 domain of MAGI2 in complex with PBM of ARMS reveals a canonical PDZ recognition mode.,Crystal structure of the PDZ4 domain of MAGI2 in complex with PBM of ARMS reveals a canonical PDZ recognition mode,"Y ZHANG,Z ZHONG,J YE,C WANG",10234859283510675042,High
947,,,Bipartite binding and partial inhibition links DEPTOR and mTOR in a mutually antagonistic embrace,,4504638844926524772,None
948,33070278,Quality of life after traumatic brain injury: a cross-sectional analysis uncovers age- and sex-related differences over the adult life span.,Quality of life after traumatic brain injury: a cross-sectional analysis uncovers age-and sex-related differences over the adult life span,"K RAUEN,CB SPÄNI,MC TARTAGLIA,MT FERRETTI,L REICHELT,P PROBST,B SCHÄPERS,F MÜLLER,K JAHN,N PLESNILA",837117271012718730,High
949,33319170,Dynamic Neuroimmune Profile during Mid-life Aging in the Female Brain and Implications for Alzheimer Risk.,Dynamic Neuroimmune Profile during Mid-life Aging in the Female Brain and Implications for Alzheimer Risk,"A MISHRA,Y SHANG,Y WANG,ER BACON,F YIN,RD BRINTON",5857655751942380104,High
950,34654630,Sex differences in Alzheimer's disease: metabolic reprogramming and therapeutic intervention.,Sex differences in Alzheimer's disease: metabolic reprogramming and therapeutic intervention,"LA DEMETRIUS,A ECKERT,A GRIMM",264089429970931533,High
951,34685510,Impairments in Brain Bioenergetics in Aging and Tau Pathology: A Chicken and Egg Situation?,Impairments in Brain Bioenergetics in Aging and Tau Pathology: A Chicken and Egg Situation?,A GRIMM,6730046646637034241,High
952,34929348,A tale of two systems: Lessons learned from female mid-life aging with implications for Alzheimer's prevention & treatment.,A Tale of Two Systems: Lessons Learned from Female Mid-Life Aging with Implications for Alzheimer's Prevention & Treatment,"A MISHRA,Y WANG,F YIN,F VITALI,KE RODGERS,M SOTO,L MOSCONI,T WANG,RD BRINTON",14143756173649334711,High
953,,,The Paradox of Precision Medicine,,6959310030688997180,None
954,34108509,"Menopause impacts human brain structure, connectivity, energy metabolism, and amyloid-beta deposition.","Menopause impacts human brain structure, connectivity, energy metabolism, and amyloid-beta deposition","L MOSCONI,V BERTI,J DYKE,E SCHELBAUM,S JETT,L LOUGHLIN,G JANG,A RAHMAN,H HRISTOV,S PAHLAJANI,R ANDREWS,D MATTHEWS,O ETINGIN,C GANZER,M DE LEON,R ISAACSON,RD BRINTON",7226927570504587279,High
955,33766745,Role of glial cells in the generation of sex differences in neurodegenerative diseases and brain aging.,Role of glial cells in the generation of sex differences in neurodegenerative diseases and brain aging,"JA CHOWEN,LM GARCIA-SEGURA",15877483856795925316,High
956,,,"Menopozun Beyindeki Etki Mekanizmaları (Bihter Gökçe Bozat, Firdevs Uluç, Şeyda Karabörk, Hümeyra Çelik",,htGT9jHh-pAJ,None
957,29909279,The Kank family proteins in adhesion dynamics.,The Kank family proteins in adhesion dynamics,"NP CHEN,Z SUN,R FÄSSLER",17567495504306701546,High
958,31679074,Prognostic significance of KN motif and ankyrin repeat domains 1 (KANK1) in invasive breast cancer.,Prognostic significance of KN motif and ankyrin repeat domains 1 (KANK1) in invasive breast cancer,"YA KARIRI,C JOSEPH,S KUROZUMI,MS TOSS,M ALSALEEM,S RAAFAT,NP MONGAN,MA ALESKANDARANY,AR GREEN,EA RAKHA",9884907610084454804,High
959,32195252,KANK2 Links αVβ5 Focal Adhesions to Microtubules and Regulates Sensitivity to Microtubule Poisons and Cell Migration.,KANK2 links αVβ5 focal adhesions to microtubules and regulates sensitivity to microtubule poisons and cell migration,"M PARADŽIK,JD HUMPHRIES,N STOJANOVIĆ,D NESTIĆ,D MAJHEN,A DEKANIĆ,I SAMARŽIJA,D SEDDA,I WEBER,MJ HUMPHRIES,A AMBRIOVIĆ-RISTOV",11228739172264586861,High
960,,,Kinesin-4 KIF21B limits microtubule growth to allow rapid centrosome polarization in T cells,,1254695498314856837,None
961,31313749,Congenital fibrosis of the extraocular muscles: review of recent literature.,Congenital fibrosis of the extraocular muscles: review of recent literature,"JM PRICE,RS BOPARAI,BN WASSERMAN",2049894257651274150,High
962,34698969,KIF21A regulates breast cancer aggressiveness and is prognostic of patient survival and tumor recurrence.,KIF21A regulates breast cancer aggressiveness and is prognostic of patient survival and tumor recurrence,"AJ LUCANUS,AA THIKE,XF TAN,KW LEE,S GUO,VPC KING,VB YAP,BH BAY,PH TAN,GW YIP",11688831703882430065,High
963,34274317,Nephrotic-syndrome-associated mutation of KANK2 induces pathologic binding competition with physiological interactor KIF21A.,Nephrotic-syndrome-associated mutation of KANK2 induces pathologic binding competition with physiological interactor KIF21A,"Y XU,C GUO,W PAN,C ZHAO,Y DING,X XIE,Z WEI,Y SUN,C YU",12974242011320760477,High
964,33042336,Kank1 and Ki67 expression are associated with poor prognosis in human pulmonary adenocarcinoma.,Kank1 and Ki67 expression are associated with poor prognosis in human pulmonary adenocarcinoma,"XC SHEN,CJ NI,ST XU,SH ZHAN,GJ GU",13481712344419085260,High
965,32859588,Sex-dependent effect of ,Sex-dependent effect of APOE on Alzheimer's disease and other age-related neurodegenerative disorders,"J GAMACHE,Y YUN,O CHIBA-FALEK",4629381751668958892,Low
966,33896621,Sex Differences in Alzheimer's Disease: Insights From the Multiomics Landscape.,Sex differences in Alzheimer's disease: Insights from the multiomics landscape,"L GUO,MB ZHONG,L ZHANG,B ZHANG,D CAI",10479731830503340659,High
967,32444841,Midlife Chronological and Endocrinological Transitions in Brain Metabolism: System Biology Basis for Increased Alzheimer's Risk in Female Brain.,Midlife chronological and endocrinological transitions in brain metabolism: system biology basis for increased Alzheimer's risk in female brain,"Y WANG,Y SHANG,A MISHRA,E BACON,F YIN,R BRINTON",3631838011706124608,High
968,32517777,Sex-dependent calcium hyperactivity due to lysosomal-related dysfunction in astrocytes from APOE4 versus APOE3 gene targeted replacement mice.,Sex-dependent calcium hyperactivity due to lysosomal-related dysfunction in astrocytes from APOE4 versus APOE3 gene targeted replacement mice,"R LARRAMONA-ARCAS,C GONZÁLEZ-ARIAS,G PEREA,A GUTIÉRREZ,J VITORICA,T GARCÍA-BARRERA,JL GÓMEZ-ARIZA,R PASCUA-MAESTRO,MD GANFORNINA,E KARA,E HUDRY,M MARTINEZ-VICENTE,M VILA,E GALEA,R MASGRAU",16962690561967728182,High
969,34511504,Metabolomic Alterations in the Blood and Brain in Association with Alzheimer's Disease: Evidence from in vivo to Clinical Studies.,Metabolomic Alterations in the Blood and Brain in Association with Alzheimer's Disease: Evidence from in vivo to Clinical Studies,"S SRIWICHAIIN,N CHATTIPAKORN,SC CHATTIPAKORN",14296914632596536355,High
970,34584937,Preventing Alzheimer's disease within reach by 2025: Targeted-risk-AD-prevention (TRAP) strategy.,Preventing Alzheimer's disease within reach by 2025: Targeted‐risk‐AD‐prevention (TRAP) strategy,"F VITALI,GL BRANIGAN,RD BRINTON",14852259355926788430,High
971,34929348,A tale of two systems: Lessons learned from female mid-life aging with implications for Alzheimer's prevention & treatment.,A Tale of Two Systems: Lessons Learned from Female Mid-Life Aging with Implications for Alzheimer's Prevention & Treatment,"A MISHRA,Y WANG,F YIN,F VITALI,KE RODGERS,M SOTO,L MOSCONI,T WANG,RD BRINTON",14143756173649334711,High
972,29281827,Synaptic Targeting and Function of SAPAPs Mediated by Phosphorylation-Dependent Binding to PSD-95 MAGUKs.,Synaptic targeting and function of SAPAPs mediated by phosphorylation-dependent binding to PSD-95 MAGUKs,"J ZHU,Q ZHOU,Y SHANG,H LI,M PENG,X KE,Z WENG,R ZHANG,X HUANG,SSC LI,G FENG,Y LU,M ZHANG",15699679757863684213,High
973,28917202,Mechanisms of MAGUK-mediated cellular junctional complex organization.,Mechanisms of MAGUK-mediated cellular junctional complex organization,"F YE,M ZENG,M ZHANG",6544785304134805515,High
974,32039235,Characterizing the Binding Sites for GK Domain of DLG1 and DLG4 via Molecular Dynamics Simulation.,Characterizing the Binding Sites for GK Domain of DLG1 and DLG4 via Molecular Dynamics Simulation,"H LI,Q CHEN,C SHAN,C GUO,X YANG,Y CHEN,J ZHU,Q OUYANG",4023046620459650626,High
975,,,MPP2 Interacts With SK2 Rescue The Excitability of Glutamatergic Neurons in The BLA and Facilitate The Extinction of Conditioned Fear in Mice,,1719131154357820367,None
976,,,Entropy of stapled peptide inhibitors in free state is the major contributor to the improvement of binding affinity with the GK domain,,4853085254690569857,None
977,,,Image recognition method for fault service action of tennis based on feature matching,,11244593747392540725,None
978,,,Human Motion Target Recognition Using Convolutional Neural Network and Global Constraint Block Matching,,FAsx7nRlLi4J,None
979,29995933,SAP97 regulates behavior and expression of schizophrenia risk enriched gene sets in mouse hippocampus.,SAP97 regulates behavior and expression of schizophrenia risk enriched gene sets in mouse hippocampus,"P GUPTA,OE UNER,S NAYAK,GR GRANT,RG KALB",9318080425036117333,High
980,,,Functional interplay between protein domains in a supramodular structure involving the postsynaptic density protein PSD-95,,8752013415095415290,None
981,32750125,Divergent Evolution of a Protein-Protein Interaction Revealed through Ancestral Sequence Reconstruction and Resurrection.,Divergent Evolution of a Protein–Protein Interaction Revealed through Ancestral Sequence Reconstruction and Resurrection,"L LAURSEN,J ČALYŠEVA,TJ GIBSON,P JEMTH",11918702511576972000,High
982,32157575,Interaction Between CRIPT and PSD-95 Is Required for Proper Dendritic Arborization in Hippocampal Neurons.,Interaction between CRIPT and PSD-95 is required for proper dendritic arborization in hippocampal neurons,"A OMELCHENKO,H MENON,SG DONOFRIO,G KUMAR,HM CHAPMAN,J ROSHAL,ER MARTINEZ-MONTES,TL WANG,MR SPALLER,BL FIRESTEIN",10371094073877480413,High
983,,,Mitotic spindle disassembly in human cells relies on CRIPT-bearing hierarchical redox signals,,15075752423890743520,None
984,33144214,MAGI-2 orchestrates the localization of backbone proteins in the slit diaphragm of podocytes.,MAGI-2 orchestrates the localization of backbone proteins in the slit diaphragm of podocytes,"H YAMADA,N SHIRATA,S MAKINO,T MIYAKE,JAO TREJO,K YAMAMOTO-NONAKA,M KIKYO,MA EMPITU,IN KADARISWANTININGSIH,M KIMURA,K ICHIMURA,H YOKOI,M MUKOYAMA,A HOTTA,K NISHIMORI,M YANAGITA,K ASANUMA",791193003584778751,High
985,34330769,Phase Separation of MAGI2-Mediated Complex Underlies Formation of Slit Diaphragm Complex in Glomerular Filtration Barrier.,Phase Separation of MAGI2-Mediated Complex Underlies Formation of Slit Diaphragm Complex in Glomerular Filtration Barrier,"H ZHANG,L LIN,J LIU,L PAN,Z LIN,M ZHANG,J ZHANG,Y CAO,J ZHU,R ZHANG",8082783179770336165,High
986,34503076,A New Story of the Three Magi: Scaffolding Proteins and lncRNA Suppressors of Cancer.,"A New Story of the Three Magi: Scaffolding Proteins and lncRNA Suppressors of Cancer. Cancers 2021, 13, 4264","L KOTELEVETS,E CHASTRE",8M6nYU96QewJ,High
